DATE,SECTOR,SALES (SEASONAL ADJ)
2015-11-01,Food and Beverage Stores,57480
2015-11-01,Health and Personal Care Stores,26098
2015-11-01,Gasoline Stations,36122
2015-11-01,Clothing and Clothing Access. Stores,21341
2015-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7195
2015-11-01,General Merchandise Stores,56970
2015-11-01,Miscellaneous Store Retailers,9861
2015-11-01,Nonstore Retailers,42112
2015-11-01,Food Services and Drinking Places,52886
2015-12-01,Motor Vehicle and Parts Dealers,93440
2015-12-01,Furniture and Home Furnishings Stores,9370
2015-12-01,Electronics and Appliance Stores,8137
2015-12-01,Building Mat. and Garden Equip. and Supplies Dealers,28189
2015-12-01,Food and Beverage Stores,57366
2015-12-01,Health and Personal Care Stores,26298
2015-12-01,Gasoline Stations,35966
2015-12-01,Clothing and Clothing Access. Stores,21547
2015-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7336
2015-12-01,General Merchandise Stores,57204
2015-12-01,Miscellaneous Store Retailers,9777
2015-12-01,Nonstore Retailers,42614
2015-12-01,Food Services and Drinking Places,53695
2016-01-01,Motor Vehicle and Parts Dealers,93062
2016-01-01,Furniture and Home Furnishings Stores,9245
2016-01-01,Electronics and Appliance Stores,7964
2016-01-01,Building Mat. and Garden Equip. and Supplies Dealers,28172
2016-01-01,Food and Beverage Stores,57550
2016-01-01,Health and Personal Care Stores,26178
2016-01-01,Gasoline Stations,34562
2016-01-01,Clothing and Clothing Access. Stores,21325
2016-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7292
2016-01-01,General Merchandise Stores,56301
2016-01-01,Miscellaneous Store Retailers,9799
2016-01-01,Nonstore Retailers,43126
2016-01-01,Food Services and Drinking Places,53050
2016-02-01,Motor Vehicle and Parts Dealers,95541
2016-02-01,Furniture and Home Furnishings Stores,9281
2016-02-01,Electronics and Appliance Stores,8057
2016-02-01,Building Mat. and Garden Equip. and Supplies Dealers,28236
2016-02-01,Food and Beverage Stores,57661
2016-02-01,Health and Personal Care Stores,26752
2016-02-01,Gasoline Stations,32927
2016-02-01,Clothing and Clothing Access. Stores,22000
2016-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7272
2016-02-01,General Merchandise Stores,57209
2016-02-01,Miscellaneous Store Retailers,9784
2016-02-01,Nonstore Retailers,43429
2016-02-01,Food Services and Drinking Places,54244
2016-03-01,Motor Vehicle and Parts Dealers,93535
2016-03-01,Furniture and Home Furnishings Stores,9242
2016-03-01,Electronics and Appliance Stores,7903
2016-03-01,Building Mat. and Garden Equip. and Supplies Dealers,28934
2016-03-01,Food and Beverage Stores,57226
2016-03-01,Health and Personal Care Stores,26567
2016-03-01,Gasoline Stations,34189
2016-03-01,Clothing and Clothing Access. Stores,21513
2016-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7257
2016-03-01,General Merchandise Stores,56986
2016-03-01,Miscellaneous Store Retailers,10022
2016-03-01,Nonstore Retailers,43585
2016-03-01,Food Services and Drinking Places,53927
2016-04-01,Motor Vehicle and Parts Dealers,93713
2016-04-01,Furniture and Home Furnishings Stores,9209
2016-04-01,Electronics and Appliance Stores,7879
2016-04-01,Building Mat. and Garden Equip. and Supplies Dealers,27926
2016-04-01,Food and Beverage Stores,57844
2016-04-01,Health and Personal Care Stores,26781
2016-04-01,Gasoline Stations,35125
2016-04-01,Clothing and Clothing Access. Stores,21439
2016-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7190
2016-04-01,General Merchandise Stores,56870
2016-04-01,Miscellaneous Store Retailers,10144
2016-04-01,Nonstore Retailers,43979
2016-04-01,Food Services and Drinking Places,54246
2016-05-01,Motor Vehicle and Parts Dealers,94098
2016-05-01,Furniture and Home Furnishings Stores,9274
2016-05-01,Electronics and Appliance Stores,7924
2016-05-01,Building Mat. and Garden Equip. and Supplies Dealers,27533
2016-05-01,Food and Beverage Stores,58102
2016-05-01,Health and Personal Care Stores,26700
2016-05-01,Gasoline Stations,36019
2016-05-01,Clothing and Clothing Access. Stores,21572
2016-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7246
2016-05-01,General Merchandise Stores,56608
2016-05-01,Miscellaneous Store Retailers,10007
2016-05-01,Nonstore Retailers,44826
2016-05-01,Food Services and Drinking Places,54302
2016-06-01,Motor Vehicle and Parts Dealers,94731
2016-06-01,Furniture and Home Furnishings Stores,9420
2016-06-01,Electronics and Appliance Stores,7887
2016-06-01,Building Mat. and Garden Equip. and Supplies Dealers,28297
2016-06-01,Food and Beverage Stores,58508
2016-06-01,Health and Personal Care Stores,26877
2016-06-01,Gasoline Stations,37148
2016-06-01,Clothing and Clothing Access. Stores,21706
2016-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7573
2016-06-01,General Merchandise Stores,57111
2016-06-01,Miscellaneous Store Retailers,10067
2016-06-01,Nonstore Retailers,45352
2016-06-01,Food Services and Drinking Places,54351
2016-07-01,Motor Vehicle and Parts Dealers,95925
2016-07-01,Furniture and Home Furnishings Stores,9355
2016-07-01,Electronics and Appliance Stores,7936
2016-07-01,Building Mat. and Garden Equip. and Supplies Dealers,27980
2016-07-01,Food and Beverage Stores,58155
2016-07-01,Health and Personal Care Stores,26845
2016-07-01,Gasoline Stations,36794
2016-07-01,Clothing and Clothing Access. Stores,21471
2016-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7203
2016-07-01,General Merchandise Stores,56779
2016-07-01,Miscellaneous Store Retailers,10001
2016-07-01,Nonstore Retailers,45204
2016-07-01,Food Services and Drinking Places,54329
2016-08-01,Motor Vehicle and Parts Dealers,96331
2016-08-01,Furniture and Home Furnishings Stores,9338
2016-08-01,Electronics and Appliance Stores,8032
2016-08-01,Building Mat. and Garden Equip. and Supplies Dealers,27856
2016-08-01,Food and Beverage Stores,58377
2016-08-01,Health and Personal Care Stores,26744
2016-08-01,Gasoline Stations,35936
2016-08-01,Clothing and Clothing Access. Stores,21837
2016-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7013
2016-08-01,General Merchandise Stores,56867
2016-08-01,Miscellaneous Store Retailers,9934
2016-08-01,Nonstore Retailers,45596
2016-08-01,Food Services and Drinking Places,54794
2016-09-01,Motor Vehicle and Parts Dealers,97261
2016-09-01,Furniture and Home Furnishings Stores,9519
2016-09-01,Electronics and Appliance Stores,7724
2016-09-01,Building Mat. and Garden Equip. and Supplies Dealers,27984
2016-09-01,Food and Beverage Stores,58767
2016-09-01,Health and Personal Care Stores,26682
2016-09-01,Gasoline Stations,36912
2016-09-01,Clothing and Clothing Access. Stores,21946
2016-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7045
2016-09-01,General Merchandise Stores,56370
2016-09-01,Miscellaneous Store Retailers,10196
2016-09-01,Nonstore Retailers,45978
2016-09-01,Food Services and Drinking Places,55357
2016-10-01,Motor Vehicle and Parts Dealers,96935
2016-10-01,Furniture and Home Furnishings Stores,9394
2016-10-01,Electronics and Appliance Stores,7605
2016-10-01,Building Mat. and Garden Equip. and Supplies Dealers,28049
2016-10-01,Food and Beverage Stores,59053
2016-10-01,Health and Personal Care Stores,25894
2016-10-01,Gasoline Stations,37899
2016-10-01,Clothing and Clothing Access. Stores,21739
2016-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7094
2016-10-01,General Merchandise Stores,56836
2016-10-01,Miscellaneous Store Retailers,10358
2016-10-01,Nonstore Retailers,46397
2016-10-01,Food Services and Drinking Places,55358
2016-11-01,Motor Vehicle and Parts Dealers,96622
2016-11-01,Furniture and Home Furnishings Stores,9362
2016-11-01,Electronics and Appliance Stores,7517
2016-11-01,Building Mat. and Garden Equip. and Supplies Dealers,28204
2016-11-01,Food and Beverage Stores,59102
2016-11-01,Health and Personal Care Stores,26119
2016-11-01,Gasoline Stations,37521
2016-11-01,Clothing and Clothing Access. Stores,21536
2016-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6952
2016-11-01,General Merchandise Stores,56518
2016-11-01,Miscellaneous Store Retailers,9967
2016-11-01,Nonstore Retailers,46452
2016-11-01,Food Services and Drinking Places,56322
2016-12-01,Motor Vehicle and Parts Dealers,99352
2016-12-01,Furniture and Home Furnishings Stores,9309
2016-12-01,Electronics and Appliance Stores,7595
2016-12-01,Building Mat. and Garden Equip. and Supplies Dealers,28176
2016-12-01,Food and Beverage Stores,59341
2016-12-01,Health and Personal Care Stores,26179
2016-12-01,Gasoline Stations,39423
2016-12-01,Clothing and Clothing Access. Stores,21999
2016-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7069
2016-12-01,General Merchandise Stores,56445
2016-12-01,Miscellaneous Store Retailers,10156
2016-12-01,Nonstore Retailers,48167
2016-12-01,Food Services and Drinking Places,55371
2017-01-01,Motor Vehicle and Parts Dealers,99430
2017-01-01,Furniture and Home Furnishings Stores,9506
2017-01-01,Electronics and Appliance Stores,7687
2017-01-01,Building Mat. and Garden Equip. and Supplies Dealers,28504
2017-01-01,Food and Beverage Stores,59521
2017-01-01,Health and Personal Care Stores,26149
2017-01-01,Gasoline Stations,39938
2017-01-01,Clothing and Clothing Access. Stores,22061
2017-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7223
2017-01-01,General Merchandise Stores,57804
2017-01-01,Miscellaneous Store Retailers,10119
2017-01-01,Nonstore Retailers,48082
2017-01-01,Food Services and Drinking Places,57368
2017-02-01,Motor Vehicle and Parts Dealers,98936
2017-02-01,Furniture and Home Furnishings Stores,9502
2017-02-01,Electronics and Appliance Stores,7608
2017-02-01,Building Mat. and Garden Equip. and Supplies Dealers,28868
2017-02-01,Food and Beverage Stores,59910
2017-02-01,Health and Personal Care Stores,26447
2017-02-01,Gasoline Stations,40272
2017-02-01,Clothing and Clothing Access. Stores,21694
2017-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7058
2017-02-01,General Merchandise Stores,57170
2017-02-01,Miscellaneous Store Retailers,10276
2017-02-01,Nonstore Retailers,48270
2017-02-01,Food Services and Drinking Places,57449
2017-03-01,Motor Vehicle and Parts Dealers,96879
2017-03-01,Furniture and Home Furnishings Stores,9560
2017-03-01,Electronics and Appliance Stores,7799
2017-03-01,Building Mat. and Garden Equip. and Supplies Dealers,28678
2017-03-01,Food and Beverage Stores,60338
2017-03-01,Health and Personal Care Stores,26580
2017-03-01,Gasoline Stations,39840
2017-03-01,Clothing and Clothing Access. Stores,21821
2017-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6974
2017-03-01,General Merchandise Stores,57361
2017-03-01,Miscellaneous Store Retailers,10193
2017-03-01,Nonstore Retailers,48919
2017-03-01,Food Services and Drinking Places,57341
2017-04-01,Motor Vehicle and Parts Dealers,97373
2017-04-01,Furniture and Home Furnishings Stores,9407
2017-04-01,Electronics and Appliance Stores,7851
2017-04-01,Building Mat. and Garden Equip. and Supplies Dealers,29027
2017-04-01,Food and Beverage Stores,60468
2017-04-01,Health and Personal Care Stores,26763
2017-04-01,Gasoline Stations,39640
2017-04-01,Clothing and Clothing Access. Stores,21797
2017-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7046
2017-04-01,General Merchandise Stores,57644
2017-04-01,Miscellaneous Store Retailers,10251
2017-04-01,Nonstore Retailers,49435
2017-04-01,Food Services and Drinking Places,57435
2017-05-01,Motor Vehicle and Parts Dealers,97805
2017-05-01,Furniture and Home Furnishings Stores,9503
2017-05-01,Electronics and Appliance Stores,7736
2017-05-01,Building Mat. and Garden Equip. and Supplies Dealers,28706
2017-05-01,Food and Beverage Stores,60611
2017-05-01,Health and Personal Care Stores,26765
2017-05-01,Gasoline Stations,38041
2017-05-01,Clothing and Clothing Access. Stores,21601
2017-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6951
2017-05-01,General Merchandise Stores,56574
2017-05-01,Miscellaneous Store Retailers,10057
2017-05-01,Nonstore Retailers,49924
2017-05-01,Food Services and Drinking Places,57494
2017-06-01,Motor Vehicle and Parts Dealers,98720
2017-06-01,Furniture and Home Furnishings Stores,9573
2017-06-01,Electronics and Appliance Stores,7664
2017-06-01,Building Mat. and Garden Equip. and Supplies Dealers,28754
2017-06-01,Food and Beverage Stores,60410
2017-06-01,Health and Personal Care Stores,27011
2017-06-01,Gasoline Stations,37413
2017-06-01,Clothing and Clothing Access. Stores,21768
2017-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6963
2017-06-01,General Merchandise Stores,57790
2017-06-01,Miscellaneous Store Retailers,10039
2017-06-01,Nonstore Retailers,50255
2017-06-01,Food Services and Drinking Places,57296
2017-07-01,Motor Vehicle and Parts Dealers,98774
2017-07-01,Furniture and Home Furnishings Stores,9529
2017-07-01,Electronics and Appliance Stores,7581
2017-07-01,Building Mat. and Garden Equip. and Supplies Dealers,28915
2017-07-01,Food and Beverage Stores,60444
2017-07-01,Health and Personal Care Stores,27047
2017-07-01,Gasoline Stations,37366
2017-07-01,Clothing and Clothing Access. Stores,21626
2017-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6854
2017-07-01,General Merchandise Stores,57475
2017-07-01,Miscellaneous Store Retailers,10270
2017-07-01,Nonstore Retailers,50606
2017-07-01,Food Services and Drinking Places,57150
2017-08-01,Motor Vehicle and Parts Dealers,96666
2017-08-01,Furniture and Home Furnishings Stores,9608
2017-08-01,Electronics and Appliance Stores,7598
2017-08-01,Building Mat. and Garden Equip. and Supplies Dealers,28941
2017-08-01,Food and Beverage Stores,60701
2017-08-01,Health and Personal Care Stores,27333
2017-08-01,Gasoline Stations,38658
2017-08-01,Clothing and Clothing Access. Stores,21810
2017-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6921
2017-08-01,General Merchandise Stores,57612
2017-08-01,Miscellaneous Store Retailers,10219
2017-08-01,Nonstore Retailers,50947
2017-08-01,Food Services and Drinking Places,57530
2017-09-01,Motor Vehicle and Parts Dealers,100864
2017-09-01,Furniture and Home Furnishings Stores,9542
2017-09-01,Electronics and Appliance Stores,7654
2017-09-01,Building Mat. and Garden Equip. and Supplies Dealers,29910
2017-09-01,Food and Beverage Stores,61377
2017-09-01,Health and Personal Care Stores,27395
2017-09-01,Gasoline Stations,40749
2017-09-01,Clothing and Clothing Access. Stores,21864
2017-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6985
2017-09-01,General Merchandise Stores,58351
2017-09-01,Miscellaneous Store Retailers,10331
2017-09-01,Nonstore Retailers,51433
2017-09-01,Food Services and Drinking Places,57788
2017-10-01,Motor Vehicle and Parts Dealers,101485
2017-10-01,Furniture and Home Furnishings Stores,9821
2017-10-01,Electronics and Appliance Stores,7691
2017-10-01,Building Mat. and Garden Equip. and Supplies Dealers,29568
2017-10-01,Food and Beverage Stores,61566
2017-10-01,Health and Personal Care Stores,27559
2017-10-01,Gasoline Stations,40920
2017-10-01,Clothing and Clothing Access. Stores,21792
2017-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7013
2017-10-01,General Merchandise Stores,57945
2017-10-01,Miscellaneous Store Retailers,10358
2017-10-01,Nonstore Retailers,50938
2017-10-01,Food Services and Drinking Places,58224
2017-11-01,Motor Vehicle and Parts Dealers,100674
2017-11-01,Furniture and Home Furnishings Stores,9929
2017-11-01,Electronics and Appliance Stores,7877
2017-11-01,Building Mat. and Garden Equip. and Supplies Dealers,30027
2017-11-01,Food and Beverage Stores,61691
2017-11-01,Health and Personal Care Stores,27721
2017-11-01,Gasoline Stations,42042
2017-11-01,Clothing and Clothing Access. Stores,21987
2017-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7124
2017-11-01,General Merchandise Stores,57965
2017-11-01,Miscellaneous Store Retailers,10594
2017-11-01,Nonstore Retailers,53336
2017-11-01,Food Services and Drinking Places,58915
2017-12-01,Motor Vehicle and Parts Dealers,100407
2017-12-01,Furniture and Home Furnishings Stores,9967
2017-12-01,Electronics and Appliance Stores,7801
2017-12-01,Building Mat. and Garden Equip. and Supplies Dealers,30078
2017-12-01,Food and Beverage Stores,62218
2017-12-01,Health and Personal Care Stores,27603
2017-12-01,Gasoline Stations,42907
2017-12-01,Clothing and Clothing Access. Stores,21793
2017-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7077
2017-12-01,General Merchandise Stores,58394
2017-12-01,Miscellaneous Store Retailers,10696
2017-12-01,Nonstore Retailers,55188
2017-12-01,Food Services and Drinking Places,59203
2018-01-01,Motor Vehicle and Parts Dealers,100178
2018-01-01,Furniture and Home Furnishings Stores,9882
2018-01-01,Electronics and Appliance Stores,7844
2018-01-01,Building Mat. and Garden Equip. and Supplies Dealers,29012
2018-01-01,Food and Beverage Stores,61818
2018-01-01,Health and Personal Care Stores,27603
2018-01-01,Gasoline Stations,43013
2018-01-01,Clothing and Clothing Access. Stores,21874
2018-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6820
2018-01-01,General Merchandise Stores,58569
2018-01-01,Miscellaneous Store Retailers,10899
2018-01-01,Nonstore Retailers,54273
2018-01-01,Food Services and Drinking Places,59463
2018-02-01,Motor Vehicle and Parts Dealers,99933
2018-02-01,Furniture and Home Furnishings Stores,9870
2018-02-01,Electronics and Appliance Stores,7948
2018-02-01,Building Mat. and Garden Equip. and Supplies Dealers,30037
2018-02-01,Food and Beverage Stores,62077
2018-02-01,Health and Personal Care Stores,27494
2018-02-01,Gasoline Stations,43517
2018-02-01,Clothing and Clothing Access. Stores,22449
2018-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7092
2018-02-01,General Merchandise Stores,58800
2018-02-01,Miscellaneous Store Retailers,10819
2018-02-01,Nonstore Retailers,54595
2018-02-01,Food Services and Drinking Places,59793
2018-03-01,Motor Vehicle and Parts Dealers,99932
2018-03-01,Furniture and Home Furnishings Stores,9879
2018-03-01,Electronics and Appliance Stores,7876
2018-03-01,Building Mat. and Garden Equip. and Supplies Dealers,29685
2018-03-01,Food and Beverage Stores,62234
2018-03-01,Health and Personal Care Stores,27656
2018-03-01,Gasoline Stations,42920
2018-03-01,Clothing and Clothing Access. Stores,21778
2018-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7153
2018-03-01,General Merchandise Stores,57897
2018-03-01,Miscellaneous Store Retailers,10743
2018-03-01,Nonstore Retailers,55486
2018-03-01,Food Services and Drinking Places,60288
2018-04-01,Motor Vehicle and Parts Dealers,100357
2018-04-01,Furniture and Home Furnishings Stores,10018
2018-04-01,Electronics and Appliance Stores,7982
2018-04-01,Building Mat. and Garden Equip. and Supplies Dealers,29858
2018-04-01,Food and Beverage Stores,62369
2018-04-01,Health and Personal Care Stores,27950
2018-04-01,Gasoline Stations,42638
2018-04-01,Clothing and Clothing Access. Stores,22169
2018-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7051
2018-04-01,General Merchandise Stores,58154
2018-04-01,Miscellaneous Store Retailers,10684
2018-04-01,Nonstore Retailers,55831
2018-04-01,Food Services and Drinking Places,59625
2018-05-01,Motor Vehicle and Parts Dealers,100654
2018-05-01,Furniture and Home Furnishings Stores,9939
2018-05-01,Electronics and Appliance Stores,7947
2018-05-01,Building Mat. and Garden Equip. and Supplies Dealers,30663
2018-05-01,Food and Beverage Stores,62431
2018-05-01,Health and Personal Care Stores,28294
2018-05-01,Gasoline Stations,43767
2018-05-01,Clothing and Clothing Access. Stores,22820
2018-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",7044
2018-05-01,General Merchandise Stores,59558
2018-05-01,Miscellaneous Store Retailers,10851
2018-05-01,Nonstore Retailers,55791
2018-05-01,Food Services and Drinking Places,60912
2018-06-01,Motor Vehicle and Parts Dealers,100387
2018-06-01,Furniture and Home Furnishings Stores,9965
2018-06-01,Electronics and Appliance Stores,7993
2018-06-01,Building Mat. and Garden Equip. and Supplies Dealers,31111
2018-06-01,Food and Beverage Stores,62272
2018-06-01,Health and Personal Care Stores,28127
2018-06-01,Gasoline Stations,43541
2018-06-01,Clothing and Clothing Access. Stores,22256
2018-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6830
2018-06-01,General Merchandise Stores,58534
2018-06-01,Miscellaneous Store Retailers,10783
2018-06-01,Nonstore Retailers,55728
2018-06-01,Food Services and Drinking Places,61589
2018-07-01,Motor Vehicle and Parts Dealers,100899
2018-07-01,Furniture and Home Furnishings Stores,10014
2018-07-01,Electronics and Appliance Stores,7916
2018-07-01,Building Mat. and Garden Equip. and Supplies Dealers,31331
2018-07-01,Food and Beverage Stores,62676
2018-07-01,Health and Personal Care Stores,28308
2018-07-01,Gasoline Stations,43903
2018-07-01,Clothing and Clothing Access. Stores,22704
2018-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6574
2018-07-01,General Merchandise Stores,58872
2018-07-01,Miscellaneous Store Retailers,10422
2018-07-01,Nonstore Retailers,56803
2018-07-01,Food Services and Drinking Places,62174
2018-08-01,Motor Vehicle and Parts Dealers,100088
2018-08-01,Furniture and Home Furnishings Stores,9889
2018-08-01,Electronics and Appliance Stores,7934
2018-08-01,Building Mat. and Garden Equip. and Supplies Dealers,30997
2018-08-01,Food and Beverage Stores,62358
2018-08-01,Health and Personal Care Stores,28535
2018-08-01,Gasoline Stations,44601
2018-08-01,Clothing and Clothing Access. Stores,22229
2018-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6515
2018-08-01,General Merchandise Stores,59007
2018-08-01,Miscellaneous Store Retailers,10596
2018-08-01,Nonstore Retailers,57127
2018-08-01,Food Services and Drinking Places,62627
2018-09-01,Motor Vehicle and Parts Dealers,99409
2018-09-01,Furniture and Home Furnishings Stores,9884
2018-09-01,Electronics and Appliance Stores,7791
2018-09-01,Building Mat. and Garden Equip. and Supplies Dealers,31132
2018-09-01,Food and Beverage Stores,62759
2018-09-01,Health and Personal Care Stores,28358
2018-09-01,Gasoline Stations,44201
2018-09-01,Clothing and Clothing Access. Stores,22104
2018-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6426
2018-09-01,General Merchandise Stores,58841
2018-09-01,Miscellaneous Store Retailers,10602
2018-09-01,Nonstore Retailers,57839
2018-09-01,Food Services and Drinking Places,61172
2018-10-01,Motor Vehicle and Parts Dealers,100069
2018-10-01,Furniture and Home Furnishings Stores,9935
2018-10-01,Electronics and Appliance Stores,7775
2018-10-01,Building Mat. and Garden Equip. and Supplies Dealers,31655
2018-10-01,Food and Beverage Stores,63130
2018-10-01,Health and Personal Care Stores,28542
2018-10-01,Gasoline Stations,45906
2018-10-01,Clothing and Clothing Access. Stores,22560
2018-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6426
2018-10-01,General Merchandise Stores,59247
2018-10-01,Miscellaneous Store Retailers,10844
2018-10-01,Nonstore Retailers,58059
2018-10-01,Food Services and Drinking Places,61817
2018-11-01,Motor Vehicle and Parts Dealers,101090
2018-11-01,Furniture and Home Furnishings Stores,9935
2018-11-01,Electronics and Appliance Stores,7743
2018-11-01,Building Mat. and Garden Equip. and Supplies Dealers,31003
2018-11-01,Food and Beverage Stores,63225
2018-11-01,Health and Personal Care Stores,29088
2018-11-01,Gasoline Stations,43799
2018-11-01,Clothing and Clothing Access. Stores,22531
2018-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6473
2018-11-01,General Merchandise Stores,60634
2018-11-01,Miscellaneous Store Retailers,10789
2018-11-01,Nonstore Retailers,59497
2018-11-01,Food Services and Drinking Places,61475
2018-12-01,Motor Vehicle and Parts Dealers,102015
2018-12-01,Furniture and Home Furnishings Stores,9959
2018-12-01,Electronics and Appliance Stores,7622
2018-12-01,Building Mat. and Garden Equip. and Supplies Dealers,31068
2018-12-01,Food and Beverage Stores,63120
2018-12-01,Health and Personal Care Stores,27847
2018-12-01,Gasoline Stations,41261
2018-12-01,Clothing and Clothing Access. Stores,22200
2018-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6366
2018-12-01,General Merchandise Stores,59479
2018-12-01,Miscellaneous Store Retailers,10614
2018-12-01,Nonstore Retailers,55333
2018-12-01,Food Services and Drinking Places,61452
2019-01-01,Motor Vehicle and Parts Dealers,99646
2019-01-01,Furniture and Home Furnishings Stores,9851
2019-01-01,Electronics and Appliance Stores,7689
2019-01-01,Building Mat. and Garden Equip. and Supplies Dealers,32154
2019-01-01,Food and Beverage Stores,64169
2019-01-01,Health and Personal Care Stores,28629
2019-01-01,Gasoline Stations,40109
2019-01-01,Clothing and Clothing Access. Stores,22176
2019-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6477
2019-01-01,General Merchandise Stores,59441
2019-01-01,Miscellaneous Store Retailers,10368
2019-01-01,Nonstore Retailers,59084
2019-01-01,Food Services and Drinking Places,61512
2019-02-01,Motor Vehicle and Parts Dealers,100952
2019-02-01,Furniture and Home Furnishings Stores,9862
2019-02-01,Electronics and Appliance Stores,7568
2019-02-01,Building Mat. and Garden Equip. and Supplies Dealers,30626
2019-02-01,Food and Beverage Stores,62926
2019-02-01,Health and Personal Care Stores,28875
2019-02-01,Gasoline Stations,41996
2019-02-01,Clothing and Clothing Access. Stores,22194
2019-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6536
2019-02-01,General Merchandise Stores,59106
2019-02-01,Miscellaneous Store Retailers,10415
2019-02-01,Nonstore Retailers,59819
2019-02-01,Food Services and Drinking Places,62162
2019-03-01,Motor Vehicle and Parts Dealers,103572
2019-03-01,Furniture and Home Furnishings Stores,9935
2019-03-01,Electronics and Appliance Stores,7593
2019-03-01,Building Mat. and Garden Equip. and Supplies Dealers,30931
2019-03-01,Food and Beverage Stores,64026
2019-03-01,Health and Personal Care Stores,28827
2019-03-01,Gasoline Stations,43001
2019-03-01,Clothing and Clothing Access. Stores,22566
2019-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6558
2019-03-01,General Merchandise Stores,59339
2019-03-01,Miscellaneous Store Retailers,10600
2019-03-01,Nonstore Retailers,60006
2019-03-01,Food Services and Drinking Places,62598
2019-04-01,Motor Vehicle and Parts Dealers,102246
2019-04-01,Furniture and Home Furnishings Stores,10007
2019-04-01,Electronics and Appliance Stores,7560
2019-04-01,Building Mat. and Garden Equip. and Supplies Dealers,30931
2019-04-01,Food and Beverage Stores,64241
2019-04-01,Health and Personal Care Stores,28719
2019-04-01,Gasoline Stations,43734
2019-04-01,Clothing and Clothing Access. Stores,22515
2019-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6683
2019-04-01,General Merchandise Stores,59893
2019-04-01,Miscellaneous Store Retailers,10837
2019-04-01,Nonstore Retailers,59864
2019-04-01,Food Services and Drinking Places,63137
2019-05-01,Motor Vehicle and Parts Dealers,102877
2019-05-01,Furniture and Home Furnishings Stores,10062
2019-05-01,Electronics and Appliance Stores,7634
2019-05-01,Building Mat. and Garden Equip. and Supplies Dealers,30522
2019-05-01,Food and Beverage Stores,64325
2019-05-01,Health and Personal Care Stores,28862
2019-05-01,Gasoline Stations,43625
2019-05-01,Clothing and Clothing Access. Stores,22215
2019-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6717
2019-05-01,General Merchandise Stores,59540
2019-05-01,Miscellaneous Store Retailers,10930
2019-05-01,Nonstore Retailers,61676
2019-05-01,Food Services and Drinking Places,63898
2019-06-01,Motor Vehicle and Parts Dealers,102878
2019-06-01,Furniture and Home Furnishings Stores,10119
2019-06-01,Electronics and Appliance Stores,7587
2019-06-01,Building Mat. and Garden Equip. and Supplies Dealers,30499
2019-06-01,Food and Beverage Stores,64707
2019-06-01,Health and Personal Care Stores,28805
2019-06-01,Gasoline Stations,42238
